Country,Baseline.Num,Baseline.FT,Intervention.Num,Intervention.FT,Baseline.Rate,Intervention.Rate,site,age
Cameroon,1,12,4,21.6,0.0833333333333333,0.185185185185185,52,5-14
Cameroon,7,12,12,21.8958904109589,0.583333333333333,0.548048048048048,53,5-14
Cameroon,6,12,3,20.0219178082192,0.5,0.14983579638752,54,5-14
Cameroon,9,12,14,21.9287671232877,0.75,0.638430784607695,97,5-14
DRC,15,12,48,22.2904109589041,1.25,2.15339233038348,5,5-14
DRC,10,12,28,22.1917808219178,0.833333333333333,1.26172839506173,16,5-14
DRC,28,12,64,22.158904109589,2.33333333333333,2.88822947576657,17,5-14
DRC,44,12,73,22.0602739726027,3.66666666666667,3.30911574764034,25,5-14
DRC,28,12,69,22.1260273972603,2.33333333333333,3.11849925705795,26,5-14
DRC,4,12,54,22.2904109589041,0.333333333333333,2.42256637168142,27,5-14
DRC,19,12,46,21.8958904109589,1.58333333333333,2.10085085085085,28,5-14
DRC,14,12,73,22.2904109589041,1.16666666666667,3.27495083579155,29,5-14
DRC,9,12,85,22.0931506849315,0.75,3.84734623015873,30,5-14
DRC,28,12,173,22.1260273972603,2.33333333333333,7.81884596334818,31,5-14
DRC,15,12,53,22.0931506849315,1.25,2.39893353174603,32,5-14
DRC,14,12,69,22.1917808219178,1.16666666666667,3.10925925925926,33,5-14
DRC,28,12,33,22.2904109589041,2.33333333333333,1.48045722713864,34,5-14
DRC,14,12,53,22.2904109589041,1.16666666666667,2.37770403146509,57,5-14
DRC,32,12,91,22.2575342465753,2.66666666666667,4.0885032003939,63,5-14
DRC,40,12,40,22.158904109589,3.33333333333333,1.80514342235411,67,5-14
DRC,29,12,129,22.2904109589041,2.41666666666667,5.78724188790561,70,5-14
DRC,54,12,132,22.2575342465753,4.5,5.93057607090105,71,5-14
DRC,11,12,36,22.2575342465753,0.916666666666667,1.61742983751847,77,5-14
DRC,4,12,82,22.2575342465753,0.333333333333333,3.68414574101429,105,5-14
DRC,10,12,63,22.2904109589041,0.833333333333333,2.82632743362832,138,5-14
